url_length,num_dots,num_slashes,num_digits,has_https,has_suspicious_word,Label
0.018867924528301883,0.0,0.0,0.0,1.0,0.0,legitimate
0.018867924528301883,0.0,0.0,0.0,1.0,0.0,legitimate
0.37106918238993714,0.33333333333333337,0.10000000000000003,0.43548387096774194,0.0,0.0,phishing
0.10062893081761007,0.16666666666666666,0.10000000000000003,0.03225806451612903,0.0,0.0,phishing
0.05031446540880502,0.0,0.10000000000000003,0.03225806451612903,1.0,0.0,phishing
0.1761006289308176,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.04402515723270439,0.0,0.0,0.0,1.0,0.0,legitimate
0.11320754716981132,0.16666666666666666,0.10000000000000003,0.0,0.0,0.0,phishing
0.08805031446540881,0.16666666666666666,0.0,0.0,1.0,0.0,legitimate
0.3207547169811321,0.16666666666666666,0.2,0.03225806451612903,1.0,0.0,phishing
0.07547169811320756,0.0,0.10000000000000003,0.0,0.0,0.0,phishing
0.012578616352201255,0.0,0.0,0.0,1.0,0.0,legitimate
0.18867924528301885,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.018867924528301883,0.0,0.0,0.0,1.0,0.0,legitimate
0.15723270440251572,0.16666666666666666,0.10000000000000003,0.04838709677419355,1.0,0.0,phishing
0.04402515723270439,0.0,0.0,0.0,1.0,0.0,legitimate
0.03144654088050314,0.0,0.0,0.0,1.0,0.0,legitimate
0.15723270440251572,0.16666666666666666,0.2,0.0,0.0,1.0,phishing
0.08176100628930819,0.33333333333333337,0.10000000000000003,0.0,0.0,0.0,phishing
0.16981132075471697,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.11320754716981132,0.0,0.0,0.0,1.0,0.0,legitimate
0.04402515723270439,0.0,0.0,0.0,1.0,0.0,legitimate
0.04402515723270439,0.0,0.0,0.0,1.0,0.0,legitimate
0.037735849056603765,0.0,0.0,0.0,1.0,0.0,legitimate
0.05031446540880502,0.0,0.0,0.0,1.0,0.0,legitimate
0.12578616352201258,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.018867924528301883,0.0,0.0,0.0,1.0,0.0,legitimate
0.018867924528301883,0.0,0.0,0.0,1.0,0.0,legitimate
0.0691823899371069,0.16666666666666666,0.0,0.0,1.0,0.0,legitimate
0.05660377358490565,0.0,0.0,0.0,1.0,0.0,legitimate
0.06289308176100628,0.0,0.0,0.0,1.0,0.0,legitimate
0.15723270440251572,0.16666666666666666,0.10000000000000003,0.0967741935483871,1.0,0.0,phishing
0.05660377358490565,0.0,0.0,0.0,1.0,0.0,legitimate
0.037735849056603765,0.0,0.0,0.0,1.0,0.0,legitimate
0.19496855345911948,0.16666666666666666,0.10000000000000003,0.03225806451612903,0.0,0.0,phishing
0.4779874213836478,0.16666666666666666,0.2,0.5,1.0,0.0,phishing
0.14465408805031446,0.16666666666666666,0.2,0.06451612903225806,0.0,0.0,phishing
0.3207547169811321,0.33333333333333337,0.10000000000000003,0.3548387096774194,0.0,0.0,phishing
0.037735849056603765,0.0,0.0,0.0,1.0,0.0,legitimate
0.1320754716981132,0.33333333333333337,0.10000000000000003,0.016129032258064516,0.0,0.0,phishing
0.06289308176100628,0.0,0.0,0.0,1.0,0.0,legitimate
0.1761006289308176,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.0691823899371069,0.0,0.0,0.0,1.0,0.0,legitimate
0.26415094339622647,0.16666666666666666,0.10000000000000003,0.0,0.0,0.0,phishing
0.0691823899371069,0.16666666666666666,0.0,0.0,1.0,0.0,legitimate
0.220125786163522,0.16666666666666666,0.3,0.03225806451612903,1.0,0.0,phishing
0.16352201257861634,0.5,0.2,0.016129032258064516,1.0,1.0,phishing
0.1069182389937107,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.22641509433962267,0.0,0.3,0.0,1.0,0.0,phishing
0.28301886792452835,0.5,0.2,0.06451612903225806,1.0,0.0,phishing
0.16352201257861634,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.20754716981132074,0.33333333333333337,0.10000000000000003,0.0,1.0,0.0,phishing
0.08176100628930819,0.16666666666666666,0.0,0.0,1.0,0.0,legitimate
0.03144654088050314,0.0,0.0,0.0,1.0,0.0,legitimate
0.09433962264150944,0.0,0.10000000000000003,0.0,1.0,0.0,phishing
0.1509433962264151,0.16666666666666666,0.10000000000000003,0.0,0.0,0.0,phishing
0.25786163522012584,0.16666666666666666,0.10000000000000003,0.016129032258064516,0.0,0.0,phishing
0.289308176100629,0.5,0.2,0.06451612903225806,1.0,0.0,phishing
0.1761006289308176,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.3144654088050315,0.33333333333333337,0.10000000000000003,0.3064516129032258,1.0,0.0,phishing
0.24528301886792456,0.8333333333333334,0.10000000000000003,0.0,0.0,0.0,phishing
0.2515723270440252,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
0.4025157232704403,0.33333333333333337,0.2,0.03225806451612903,1.0,0.0,phishing
0.05031446540880502,0.0,0.10000000000000003,0.03225806451612903,1.0,0.0,phishing
0.1069182389937107,0.16666666666666666,0.10000000000000003,0.0,1.0,0.0,phishing
